Description,Quantity,UnitPrice,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,Quantity_Group
2,45,77.03,0,0.23,0,12.48,4,1,0,0,1,0,High
6,38,87.32,9,0.2,1,5.17,0,1,0,0,4,2,High
8,33,3.67,4,0.43,0,14.26,4,1,0,2,4,0,Medium
4,24,74.15,11,0.0,0,22.27,3,1,0,2,4,1,Medium
9,30,67.99,9,0.11,0,17.87,4,0,0,0,0,1,Medium
3,47,97.66,9,0.42,0,21.22,3,0,0,2,3,0,High
4,43,15.16,1,0.18,1,29.43,0,1,0,1,3,1,High
7,26,55.99,7,0.13,1,14.91,2,0,0,2,0,0,Medium
8,44,38.93,11,0.38,2,11.24,1,1,0,3,4,1,High
9,1,30.81,11,0.18,1,16.63,3,1,0,2,1,2,Low
8,16,59.27,11,0.36,2,21.46,3,1,0,3,2,1,Medium
8,47,62.47,9,0.44,2,8.7,1,0,0,3,1,0,High
0,19,71.71,10,0.49,2,13.82,1,0,0,0,2,0,Medium
0,36,94.12,11,0.48,2,11.26,2,0,0,3,4,2,High
4,28,50.71,4,0.22,0,22.04,3,1,0,3,2,1,Medium
8,5,83.63,4,0.3,0,7.26,4,0,0,1,0,2,Low
4,48,83.83,9,0.11,1,22.1,4,0,0,1,2,2,High
1,27,13.7,9,0.06,2,15.21,1,0,0,3,4,2,Medium
0,18,50.34,4,0.37,1,6.62,1,0,0,3,3,1,Medium
5,12,59.9,9,0.36,1,16.47,1,0,0,1,0,0,Low
6,1,62.66,10,0.44,0,24.76,1,0,0,0,3,1,Low
2,42,65.33,1,0.08,0,26.32,4,1,0,2,0,0,High
4,43,18.12,1,0.36,2,9.64,4,1,0,3,4,0,High
2,1,92.55,6,0.32,2,13.19,3,0,0,3,2,2,Low
6,48,89.58,9,0.23,1,20.72,0,1,0,1,2,2,High
0,36,26.54,1,0.47,2,28.52,3,0,0,0,2,2,High
2,28,72.91,4,0.38,2,12.65,1,1,0,3,3,1,Medium
3,9,63.62,11,0.42,1,28.69,3,1,0,2,0,0,Low
6,22,67.1,4,0.34,0,18.73,1,0,0,1,4,1,Medium
1,43,59.92,0,0.39,1,22.29,0,0,0,3,2,1,High
0,44,37.57,11,0.47,1,17.08,0,1,1,2,3,1,High
6,5,3.73,10,0.3,1,11.23,2,1,0,2,1,2,Low
5,14,43.1,0,0.22,1,11.04,0,1,0,1,2,2,Low
10,16,86.7,9,0.28,0,12.65,0,1,0,3,0,0,Medium
0,12,3.68,11,0.23,1,11.82,1,1,0,3,1,2,Low
5,39,68.88,2,0.43,0,11.56,0,1,0,2,1,1,High
5,20,10.29,11,0.5,0,26.1,3,1,0,0,0,2,Medium
5,23,62.24,2,0.12,2,26.56,3,1,1,0,3,0,Medium
3,46,47.46,11,0.15,0,12.05,0,0,0,3,4,2,High
4,18,59.63,0,0.49,0,29.06,0,1,0,0,0,2,Medium
0,7,48.46,7,0.24,1,29.87,3,0,0,1,2,1,Low
5,38,98.55,6,0.33,0,6.65,3,0,0,0,1,1,High
2,42,97.76,8,0.1,1,7.26,1,0,0,1,2,2,High
6,2,22.85,3,0.34,2,13.24,4,1,0,0,2,1,Low
1,1,81.0,8,0.38,2,8.21,3,0,0,2,1,0,Low
3,17,82.26,4,0.32,1,9.08,4,1,0,2,1,2,Medium
10,41,48.43,1,0.12,1,23.34,2,0,0,2,0,2,High
10,13,89.6,5,0.0,1,20.33,3,1,0,1,4,1,Low
8,9,80.2,4,0.13,0,6.56,4,1,0,1,0,1,Low
0,12,67.54,1,0.23,2,5.22,4,0,1,0,0,1,Low
9,47,63.59,9,0.44,0,13.71,1,1,0,3,0,2,High
0,25,92.64,4,0.31,2,24.43,2,1,0,2,1,2,Medium
2,12,83.33,5,0.16,0,13.45,0,1,0,1,1,2,Low
4,33,63.91,11,0.09,2,5.65,2,0,0,1,2,0,Medium
10,46,15.74,4,0.21,1,9.68,2,1,0,3,1,2,High
10,18,72.99,1,0.36,0,19.38,4,1,0,3,4,1,Medium
6,36,99.81,11,0.04,2,27.22,1,1,1,3,3,0,High
7,40,44.96,1,0.29,2,29.9,1,0,0,3,3,1,High
1,32,70.92,9,0.36,1,13.07,0,1,0,3,1,1,Medium
10,40,19.51,4,0.22,2,9.71,3,1,1,1,1,1,High
8,4,21.33,9,0.33,2,20.84,2,0,0,2,0,2,Low
4,40,76.98,1,0.45,1,12.96,0,1,0,3,0,2,High
0,27,17.15,4,0.26,2,22.83,0,0,0,1,4,2,Medium
1,29,20.24,1,0.04,0,18.26,2,0,1,0,2,0,Medium
4,2,52.5,6,0.36,2,18.98,0,1,0,2,1,0,Low
5,49,11.1,4,0.18,1,29.42,2,1,1,1,0,1,High
7,12,11.71,4,0.18,1,20.66,3,1,0,3,0,2,Low
1,45,1.44,0,0.49,2,25.8,0,1,0,3,3,1,High
7,41,89.22,9,0.33,2,26.82,0,0,1,1,1,1,High
7,19,21.07,7,0.1,2,21.19,4,0,0,3,3,2,Medium
7,47,3.44,3,0.44,1,6.95,0,0,0,0,2,2,High
8,19,92.3,7,0.12,2,21.86,3,1,0,3,4,2,Medium
9,26,12.33,0,0.47,2,15.88,4,1,0,3,3,1,Medium
4,21,81.74,6,0.07,2,12.39,0,0,1,2,3,2,Medium
8,46,57.25,3,0.2,0,16.68,1,1,1,2,0,1,High
10,22,41.88,0,0.29,2,23.63,3,0,0,0,2,1,Medium
0,37,45.08,4,0.04,1,25.2,3,1,0,2,1,1,High
8,39,28.75,6,0.19,0,19.6,3,1,1,2,0,2,High
2,12,67.82,1,0.17,1,29.43,2,0,0,3,0,2,Low
1,20,44.39,1,0.21,1,16.43,4,0,0,2,0,2,Medium
0,36,67.42,6,0.18,1,25.27,0,0,0,0,0,1,High
1,1,33.71,10,0.27,0,5.1,4,1,0,1,3,0,Low
6,7,32.57,10,0.34,0,5.84,4,1,1,2,1,0,Low
5,35,50.6,2,0.0,1,14.66,3,0,0,0,4,1,Medium
3,42,28.62,5,0.07,2,23.58,2,1,0,1,1,0,High
4,12,94.99,1,0.25,0,7.15,2,0,0,3,4,0,Low
7,25,23.52,10,0.07,1,17.38,3,1,0,0,3,0,Medium
10,8,29.93,11,0.25,2,14.53,4,1,0,0,3,2,Low
5,15,89.88,11,0.23,1,5.25,1,1,0,1,0,1,Low
6,41,6.22,2,0.02,1,13.57,3,1,0,3,2,1,High
3,16,61.99,6,0.07,1,18.05,0,0,0,3,0,2,Medium
4,7,61.05,7,0.07,2,24.84,4,0,0,1,0,0,Low
9,47,9.04,8,0.39,1,20.93,0,0,0,1,4,2,High
2,39,38.91,8,0.49,2,9.61,4,1,0,0,1,1,High
9,40,93.14,9,0.17,1,26.58,4,1,0,1,0,2,High
1,46,1.03,0,0.08,0,6.47,1,1,0,3,4,1,High
3,48,39.7,10,0.46,0,28.38,2,1,0,2,1,0,High
9,25,55.16,3,0.29,1,27.6,4,1,1,0,0,0,Medium
10,48,44.56,3,0.32,0,10.18,1,1,0,3,2,2,High
3,33,81.0,5,0.47,1,10.75,2,0,0,1,4,0,Medium
6,5,53.5,1,0.23,2,6.41,4,1,0,3,4,1,Low
6,30,66.03,7,0.41,2,25.54,4,1,0,2,1,0,Medium
1,2,12.9,8,0.11,2,16.96,2,1,0,2,2,1,Low
2,44,24.78,7,0.16,0,14.98,2,1,0,0,3,2,High
3,42,89.03,11,0.13,0,17.94,3,0,0,1,1,1,High
6,34,57.2,5,0.32,0,8.28,3,0,0,0,3,2,Medium
0,14,67.85,9,0.13,2,10.77,2,0,0,1,3,0,Low
7,39,88.33,7,0.05,2,27.95,4,1,1,3,4,1,High
3,21,17.04,4,0.27,2,6.69,2,1,0,0,3,2,Medium
4,25,76.42,6,0.17,0,17.62,0,0,0,1,4,0,Medium
8,47,19.93,11,0.36,1,25.55,0,0,0,1,0,1,High
5,37,75.12,8,0.11,2,24.28,3,0,0,0,3,2,High
0,39,98.14,1,0.48,1,21.88,4,0,0,1,0,1,High
8,31,60.43,4,0.27,1,8.27,1,1,0,1,3,1,Medium
9,14,73.07,9,0.21,1,23.38,3,1,0,2,3,0,Low
5,5,68.92,10,0.02,0,11.52,0,0,0,1,3,1,Low
3,25,42.02,8,0.02,2,27.29,4,1,0,2,2,0,Medium
8,45,28.13,4,0.43,0,7.38,1,1,0,0,3,1,High
8,2,63.21,4,0.16,2,6.2,0,0,1,1,3,2,Low
6,35,90.55,1,0.04,1,13.62,1,1,0,1,1,0,Medium
2,48,91.61,10,0.5,2,26.12,4,0,0,0,0,2,High
3,20,31.75,1,0.38,1,5.21,1,1,0,1,4,2,Medium
0,10,85.82,4,0.19,2,14.15,3,1,0,3,1,1,Low
6,40,17.87,6,0.14,1,23.23,4,1,0,2,4,1,High
3,6,63.24,6,0.47,2,21.57,1,1,0,1,4,2,Low
10,42,50.11,1,0.14,0,17.91,1,1,0,2,0,0,High
5,33,31.56,6,0.49,2,7.67,0,1,0,2,3,0,Medium
6,14,77.61,2,0.49,1,6.25,4,0,0,1,1,2,Low
6,49,72.38,11,0.37,2,5.59,1,0,1,3,0,2,High
0,22,63.58,0,0.03,1,22.28,0,0,0,3,2,1,Medium
0,14,21.56,11,0.17,0,27.74,4,1,0,0,2,0,Low
6,36,58.34,7,0.09,0,7.83,2,0,0,0,2,1,High
4,44,22.96,9,0.09,1,24.41,1,0,0,2,1,0,High
10,23,91.09,8,0.03,2,9.25,0,1,0,0,1,1,Medium
5,16,64.04,11,0.18,1,15.78,1,1,0,3,0,1,Medium
0,25,44.38,11,0.04,1,11.4,2,1,0,3,0,0,Medium
3,43,14.66,4,0.28,2,23.83,2,0,0,1,0,2,High
2,42,9.67,11,0.23,1,20.51,0,0,0,0,0,1,High
1,11,9.29,0,0.04,2,5.66,3,0,0,0,2,1,Low
5,30,6.8,11,0.32,1,19.38,1,1,0,2,2,2,Medium
4,25,91.99,2,0.42,1,23.08,3,1,0,0,0,2,Medium
5,31,45.01,1,0.15,1,24.62,4,1,0,2,3,1,Medium
8,17,16.44,0,0.06,0,5.9,4,1,1,0,3,1,Medium
1,26,73.48,8,0.04,2,10.02,1,0,0,1,1,2,Medium
9,6,45.13,4,0.14,1,11.59,2,1,1,0,4,1,Low
8,11,92.54,4,0.22,0,25.1,0,0,1,3,3,1,Low
3,1,8.01,9,0.15,0,27.69,0,0,0,3,0,0,Low
0,16,96.34,3,0.2,2,13.61,0,1,0,2,1,0,Medium
4,11,71.7,8,0.23,0,7.08,3,0,1,2,2,0,Low
5,36,81.98,1,0.29,0,17.11,1,0,0,3,3,2,High
7,32,70.76,5,0.35,0,24.18,0,1,0,3,1,2,Medium
9,3,11.01,1,0.26,1,18.46,4,0,0,0,0,2,Low
1,16,25.22,5,0.29,0,29.48,0,1,0,1,3,1,Medium
7,37,15.07,7,0.11,1,20.16,2,0,0,3,1,1,High
4,27,1.15,10,0.48,1,18.88,1,0,1,1,2,1,Medium
8,35,54.36,5,0.44,0,9.39,1,1,0,0,0,2,Medium
0,2,70.82,2,0.39,2,17.42,2,1,0,1,0,2,Low
4,18,31.96,9,0.49,0,29.71,3,1,0,2,1,2,Medium
1,48,55.46,5,0.05,0,12.31,0,0,0,1,0,0,High
3,25,56.07,5,0.06,2,9.62,1,0,0,3,0,1,Medium
4,36,80.9,1,0.36,1,25.62,0,1,1,3,3,1,High
0,19,34.78,11,0.35,2,14.86,3,0,0,1,0,2,Medium
6,42,16.32,7,0.23,1,10.77,0,1,0,0,1,2,High
10,25,32.73,5,0.3,1,10.11,2,1,0,3,0,2,Medium
7,39,1.51,7,0.24,0,5.68,0,1,0,0,3,2,High
0,21,17.15,11,0.24,1,21.09,4,1,0,1,3,0,Medium
6,38,24.28,10,0.31,2,17.34,2,0,0,0,0,2,High
2,40,32.25,3,0.36,2,16.35,1,1,0,3,4,2,High
4,12,87.61,6,0.35,1,21.52,3,0,0,2,4,2,Low
6,29,39.97,11,0.48,0,6.26,0,1,0,1,1,1,Medium
8,7,41.23,1,0.42,1,20.75,1,0,0,2,3,2,Low
0,29,51.41,7,0.04,0,7.49,4,1,1,2,4,2,Medium
3,32,25.45,8,0.43,1,15.12,2,0,0,3,2,2,Medium
10,11,23.7,3,0.17,0,28.0,2,0,0,2,3,0,Low
2,37,36.86,3,0.35,1,21.16,4,0,0,0,2,1,High
5,47,66.14,11,0.35,0,28.53,0,1,0,3,2,2,High
6,15,91.64,9,0.05,0,6.18,4,1,1,1,3,2,Low
4,26,40.28,8,0.48,1,28.16,2,0,0,1,1,1,Medium
7,2,43.05,2,0.17,1,13.89,0,0,0,3,1,2,Low
10,29,10.74,9,0.47,1,13.59,0,0,0,1,1,1,Medium
5,34,68.13,11,0.19,1,28.32,3,0,0,2,1,1,Medium
10,35,66.24,10,0.04,2,15.19,1,1,0,0,2,0,Medium
4,10,88.28,11,0.48,2,25.76,3,0,0,1,2,1,Low
1,34,28.3,5,0.14,1,22.62,4,1,0,3,4,0,Medium
5,48,45.52,1,0.3,0,23.7,0,0,0,1,3,2,High
8,24,56.6,1,0.16,0,16.23,1,0,0,1,3,1,Medium
4,40,71.51,6,0.21,1,20.11,0,0,0,0,4,1,High
10,30,29.77,6,0.04,0,12.12,2,1,0,2,2,2,Medium
5,5,68.73,11,0.04,0,21.34,2,1,0,0,4,0,Low
4,5,1.03,9,0.02,2,18.83,2,0,0,2,0,1,Low
5,10,83.93,1,0.14,1,26.24,2,0,1,0,1,0,Low
1,35,62.73,11,0.26,0,16.98,4,1,0,1,3,1,Medium
6,48,28.78,9,0.34,1,19.63,3,1,0,1,1,0,High
8,11,36.1,5,0.32,2,24.23,4,0,0,2,1,2,Low
4,17,19.17,1,0.22,0,19.29,3,0,0,3,3,0,Medium
3,45,29.61,1,0.04,2,7.76,2,1,1,2,4,2,High
7,1,85.12,11,0.27,1,28.02,0,0,0,2,4,1,Low
6,36,78.87,8,0.36,1,26.51,0,1,0,2,2,0,High
6,6,19.91,0,0.06,1,22.94,2,1,0,2,1,0,Low
9,30,69.98,1,0.13,0,11.94,1,0,0,1,0,0,Medium
8,35,20.17,2,0.28,2,13.37,4,0,0,1,3,0,Medium
4,13,86.33,5,0.16,0,19.35,2,1,0,0,1,2,Low
2,1,93.2,5,0.28,0,7.41,2,1,0,0,1,1,Low
2,23,46.42,5,0.32,2,14.64,3,1,1,2,1,2,Medium
6,13,5.05,2,0.09,1,25.21,4,1,0,2,4,1,Low
3,34,26.74,4,0.34,2,18.79,1,1,0,0,0,2,Medium
8,43,54.42,7,0.35,0,7.97,0,1,1,3,0,2,High
8,16,10.05,11,0.18,2,26.11,1,0,0,2,2,0,Medium
6,11,95.43,6,0.5,0,16.31,3,0,0,2,3,1,Low
3,27,29.3,3,0.2,0,28.27,4,1,0,2,1,0,Medium
10,29,69.51,8,0.1,1,29.49,0,0,0,1,0,0,Medium
10,1,91.01,8,0.46,1,29.69,2,0,0,3,0,2,Low
2,22,12.09,5,0.34,0,19.53,0,1,0,3,0,2,Medium
7,41,29.24,4,0.48,2,14.61,2,0,1,3,2,0,High
0,25,87.31,7,0.09,2,23.52,1,1,0,0,0,2,Medium
5,7,3.46,9,0.15,1,8.34,2,1,0,1,2,1,Low
5,21,29.34,11,0.19,0,24.39,3,1,0,1,4,1,Medium
10,26,64.66,4,0.04,0,12.3,1,0,0,2,2,2,Medium
2,18,7.16,4,0.13,0,11.36,0,0,0,1,0,0,Medium
9,33,12.94,10,0.01,2,17.49,1,0,0,0,0,2,Medium
4,24,43.17,9,0.02,2,12.98,2,0,0,3,0,1,Medium
0,10,16.87,4,0.35,0,6.22,3,1,0,3,1,2,Low
7,13,32.18,11,0.4,1,7.42,1,0,0,3,1,0,Low
9,31,45.46,10,0.4,1,24.94,2,0,0,1,2,1,Medium
9,18,20.76,10,0.1,2,27.59,4,1,0,0,4,1,Medium
0,11,53.87,0,0.04,2,9.54,2,1,0,3,1,0,Low
7,32,37.52,9,0.09,0,23.85,1,0,0,0,2,0,Medium
3,21,15.55,9,0.27,2,23.42,2,1,0,2,3,2,Medium
1,41,53.64,3,0.21,0,10.82,3,1,0,2,3,0,High
10,26,5.47,6,0.16,2,7.44,0,1,0,0,3,2,Medium
5,46,94.48,1,0.12,2,24.76,4,1,1,3,1,2,High
0,8,75.31,7,0.36,2,12.1,1,0,0,2,0,0,Low
10,17,45.79,4,0.43,0,10.74,3,0,0,2,4,2,Medium
1,36,1.55,7,0.48,1,8.11,0,1,0,0,1,2,High
7,22,5.33,1,0.41,1,14.99,2,0,0,0,0,0,Medium
4,45,29.72,9,0.29,1,13.47,3,0,0,1,3,0,High
5,5,19.5,7,0.49,2,11.02,2,1,0,0,1,1,Low
5,14,42.51,5,0.5,1,7.78,0,0,1,1,3,2,Low
2,45,51.73,1,0.27,1,9.7,0,0,0,0,4,2,High
7,11,14.81,10,0.32,1,12.66,4,0,0,2,4,0,Low
2,31,62.5,1,0.13,2,15.82,4,1,0,1,3,0,Medium
0,7,87.11,10,0.15,2,7.83,4,0,1,1,3,2,Low
4,39,46.1,10,0.15,0,7.95,1,1,0,3,0,0,High
5,43,81.57,9,0.5,0,23.18,0,1,0,3,3,1,High
2,21,25.74,8,0.0,2,28.64,4,0,0,3,1,0,Medium
5,44,79.87,0,0.27,1,21.18,2,1,0,3,3,1,High
8,29,8.98,8,0.22,2,9.16,4,0,0,2,4,1,Medium
5,11,51.91,4,0.03,0,28.68,4,1,0,2,3,0,Low
7,38,56.75,9,0.34,0,25.04,2,1,0,1,3,1,High
6,13,25.16,9,0.17,1,12.81,2,1,0,2,3,1,Low
3,40,33.65,10,0.22,2,27.21,3,1,0,3,1,2,High
9,43,44.33,7,0.44,1,15.89,2,1,0,1,3,0,High
3,25,48.33,6,0.48,2,5.11,4,1,0,2,0,0,Medium
9,49,44.6,5,0.44,1,27.03,3,0,0,1,1,2,High
2,36,41.12,2,0.18,0,9.85,0,0,0,1,1,0,High
9,37,55.02,0,0.23,0,22.97,1,1,1,0,4,1,High
0,30,89.41,11,0.08,0,24.97,4,0,0,3,0,2,Medium
9,28,52.24,2,0.32,2,5.3,2,1,0,3,0,2,Medium
10,4,98.05,0,0.12,2,6.39,3,1,0,0,1,2,Low
9,41,34.01,10,0.3,0,12.15,4,0,1,3,4,1,High
1,20,28.56,6,0.36,2,8.74,1,0,1,1,4,0,Medium
6,12,62.67,9,0.13,0,18.96,2,1,0,1,1,2,Low
0,46,30.53,7,0.01,0,15.0,4,0,0,1,2,1,High
0,26,17.09,9,0.17,0,19.17,2,0,0,2,3,0,Medium
3,38,30.9,1,0.17,2,25.0,3,0,0,1,4,2,High
10,36,65.73,1,0.07,1,29.91,2,1,0,1,4,2,High
8,23,98.83,7,0.25,1,10.72,4,0,0,0,3,0,Medium
9,42,33.73,4,0.32,0,15.09,0,0,0,2,4,1,High
10,48,38.73,3,0.29,2,24.9,1,1,0,0,3,2,High
10,20,44.34,3,0.41,0,5.03,1,0,0,1,4,1,Medium
8,43,10.29,0,0.19,1,12.8,0,0,0,2,1,0,High
7,11,83.95,7,0.25,1,8.52,2,1,0,3,1,0,Low
10,30,87.78,10,0.05,0,16.58,0,1,1,1,1,2,Medium
1,10,98.84,9,0.35,0,15.14,1,1,0,2,4,0,Low
8,13,50.14,1,0.22,2,27.18,1,1,0,0,0,1,Low
4,10,92.82,2,0.43,1,23.99,4,0,0,2,1,0,Low
1,31,96.16,7,0.01,2,21.96,0,0,0,2,3,1,Medium
4,44,47.76,3,0.27,0,7.4,1,0,1,2,2,0,High
3,25,15.23,3,0.18,0,7.68,0,0,0,2,4,1,Medium
2,29,64.46,1,0.27,1,13.71,2,0,1,2,1,0,Medium
5,21,79.11,1,0.42,0,11.79,0,1,0,3,2,2,Medium
3,15,82.01,3,0.14,1,19.19,0,1,0,3,4,1,Low
9,11,93.86,8,0.0,0,28.62,1,0,0,0,3,0,Low
1,34,8.33,6,0.24,0,10.36,2,0,0,2,1,2,Medium
3,49,75.67,8,0.25,2,7.55,3,0,0,2,3,1,High
3,11,88.0,0,0.11,1,24.4,0,1,0,2,0,2,Low
5,45,96.1,1,0.01,0,10.78,2,0,0,3,2,0,High
4,8,5.23,11,0.37,0,18.55,3,1,0,3,0,1,Low
0,41,38.72,11,0.33,1,17.94,3,0,0,3,1,2,High
10,26,7.16,1,0.4,2,14.03,2,1,0,2,2,0,Medium
4,21,46.11,9,0.32,0,5.39,4,0,0,3,2,0,Medium
0,24,80.75,6,0.35,2,16.72,3,1,0,1,2,1,Medium
4,48,81.94,5,0.43,0,22.75,1,0,0,1,4,0,High
10,32,71.06,7,0.04,2,14.71,3,1,0,1,2,1,Medium
9,18,73.76,10,0.42,2,5.97,1,0,0,3,4,0,Medium
6,44,60.46,1,0.15,0,29.3,0,0,0,1,4,0,High
10,26,86.99,4,0.29,2,16.77,1,0,0,1,2,0,Medium
2,41,68.48,5,0.07,1,19.44,0,0,0,2,3,2,High
6,16,38.98,7,0.19,0,28.01,1,1,0,2,0,1,Medium
9,37,84.24,5,0.21,2,7.51,3,0,0,0,2,1,High
6,20,12.86,8,0.15,1,12.76,1,0,1,2,4,1,Medium
9,15,90.26,11,0.47,0,29.68,4,0,0,0,0,0,Low
7,4,29.93,5,0.15,0,23.7,1,1,0,2,1,2,Low
8,40,67.67,11,0.05,0,21.2,0,0,1,3,2,2,High
4,12,43.31,0,0.15,1,6.96,4,1,0,3,1,2,Low
3,35,22.24,7,0.44,2,20.01,2,0,1,3,2,0,Medium
7,26,24.28,4,0.3,0,24.27,2,0,1,3,1,2,Medium
10,9,48.62,10,0.25,0,25.59,4,1,1,1,3,2,Low
10,16,21.35,3,0.05,0,28.04,3,1,1,3,2,2,Medium
8,15,42.89,9,0.34,1,24.54,3,1,0,1,0,1,Low
7,20,66.6,7,0.32,2,23.81,1,0,0,0,2,0,Medium
4,3,34.49,4,0.21,2,20.08,4,0,0,3,0,0,Low
10,5,85.14,5,0.4,1,24.57,4,1,0,0,3,1,Low
4,40,37.08,9,0.14,2,13.55,1,1,0,0,1,1,High
1,13,71.06,6,0.34,0,28.7,3,0,0,2,0,0,Low
5,48,24.81,2,0.05,0,9.5,3,1,0,0,4,0,High
8,43,43.52,9,0.36,1,19.31,1,0,0,2,3,2,High
1,29,3.07,11,0.21,2,5.26,3,0,0,3,2,0,Medium
9,46,17.03,5,0.13,0,16.27,0,0,0,2,0,1,High
6,7,58.96,8,0.38,0,6.0,0,1,0,0,2,0,Low
0,8,71.83,10,0.26,1,7.19,2,1,0,0,4,2,Low
3,27,13.38,6,0.43,0,29.01,2,1,0,0,2,0,Medium
10,9,33.9,1,0.25,2,8.86,4,0,0,1,2,2,Low
8,32,45.65,3,0.42,2,14.56,2,0,0,2,4,2,Medium
3,45,35.35,3,0.13,0,23.8,1,1,0,0,0,2,High
6,36,67.23,0,0.35,2,6.39,3,0,0,1,1,2,High
0,36,80.25,8,0.04,0,21.87,3,1,1,3,2,1,High
6,38,20.46,4,0.32,2,20.79,2,0,0,1,1,1,High
0,39,56.54,0,0.07,2,18.87,0,0,0,2,4,1,High
7,11,97.85,3,0.32,2,27.51,2,1,0,0,3,1,Low
2,36,54.95,8,0.45,1,21.61,2,0,0,2,4,1,High
5,7,2.24,4,0.24,2,22.33,2,1,0,2,0,1,Low
3,39,72.89,9,0.07,1,22.34,3,0,1,0,3,1,High
8,21,3.88,10,0.25,2,15.91,0,0,0,3,2,1,Medium
8,15,19.64,5,0.43,1,22.54,3,0,0,0,3,1,Low
10,46,25.69,7,0.33,2,25.31,2,1,0,2,4,0,High
1,24,66.36,1,0.24,1,18.94,2,0,0,1,2,0,Medium
1,23,47.05,6,0.23,0,29.66,3,0,0,3,2,1,Medium
2,9,73.64,2,0.1,0,7.46,1,0,0,2,0,0,Low
3,12,86.74,0,0.35,2,28.59,3,1,1,1,4,1,Low
9,8,93.12,11,0.03,2,25.66,1,1,0,1,2,2,Low
1,22,4.32,6,0.24,1,9.24,2,0,0,2,3,2,Medium
6,47,89.9,5,0.03,1,15.66,3,0,0,0,4,1,High
5,34,69.48,1,0.28,1,13.45,4,0,0,2,2,1,Medium
0,20,21.01,0,0.29,0,12.63,0,0,0,3,3,2,Medium
8,43,95.02,8,0.44,2,22.25,0,1,0,0,1,0,High
5,32,16.95,9,0.16,1,6.83,1,0,0,3,0,0,Medium
6,13,38.1,5,0.13,1,10.62,4,0,0,2,0,2,Low
3,20,45.92,11,0.41,0,6.55,0,1,1,0,3,1,Medium
7,8,82.49,5,0.12,2,21.53,1,0,0,0,1,0,Low
0,35,4.08,2,0.2,0,8.06,1,0,0,1,2,0,Medium
3,33,89.21,6,0.19,1,27.29,0,1,0,3,4,2,Medium
0,25,57.5,9,0.36,2,16.89,3,0,0,1,3,0,Medium
5,14,80.27,9,0.25,2,24.77,2,1,0,0,0,0,Low
10,33,62.17,6,0.07,0,10.26,0,1,0,1,3,1,Medium
6,40,16.31,0,0.27,2,8.91,0,1,0,0,2,1,High
4,16,84.9,4,0.17,0,25.31,1,1,0,3,4,0,Medium
4,38,89.64,2,0.12,0,19.54,4,0,0,0,4,0,High
7,41,47.79,7,0.09,0,20.9,2,1,1,2,2,0,High
7,38,92.13,9,0.08,1,14.15,3,1,0,2,0,1,High
7,3,78.8,4,0.11,1,7.37,1,1,0,3,0,0,Low
10,38,67.3,7,0.21,2,28.93,1,0,0,2,3,2,High
0,10,53.52,7,0.22,1,11.07,1,0,0,2,2,2,Low
0,45,75.87,1,0.2,0,19.72,3,1,0,1,4,0,High
7,33,66.01,8,0.45,2,19.84,3,1,0,3,3,0,Medium
0,16,28.74,7,0.4,0,6.88,0,0,0,2,1,1,Medium
5,31,83.61,5,0.4,0,10.59,4,1,1,2,2,0,Medium
9,44,53.49,11,0.12,2,8.41,2,1,0,1,0,0,High
3,45,42.62,3,0.19,0,19.44,1,1,1,0,4,1,High
8,25,97.77,11,0.12,1,25.14,0,1,0,3,0,1,Medium
5,14,76.63,5,0.36,1,14.36,4,1,0,0,1,2,Low
7,43,92.16,5,0.44,2,20.09,4,1,0,3,4,0,High
1,46,69.65,7,0.27,0,10.05,3,1,0,2,4,2,High
6,8,6.98,4,0.43,1,10.16,3,1,0,1,4,0,Low
10,9,29.42,2,0.45,1,9.24,1,1,0,2,2,1,Low
5,14,35.65,2,0.2,0,25.85,1,0,0,2,1,0,Low
8,15,8.47,4,0.47,0,10.47,2,0,0,1,0,1,Low
5,39,93.91,4,0.14,0,27.91,2,1,0,2,2,2,High
8,13,32.89,11,0.42,1,8.31,3,1,0,3,0,2,Low
9,3,53.6,11,0.21,2,16.7,0,0,0,0,0,1,Low
9,33,97.06,0,0.1,0,26.55,3,0,0,3,0,2,Medium
2,19,34.53,2,0.2,1,26.93,2,1,1,3,2,2,Medium
9,31,28.72,9,0.06,2,5.12,2,1,1,0,2,0,Medium
8,32,45.88,3,0.1,1,11.82,2,0,0,3,0,0,Medium
5,2,90.99,4,0.24,2,24.78,4,0,0,0,0,1,Low
10,16,61.31,3,0.24,1,11.41,4,0,0,2,2,1,Medium
5,5,32.76,11,0.28,0,12.83,3,1,0,0,2,1,Low
2,38,79.13,7,0.23,0,14.17,0,0,1,1,4,2,High
10,30,56.5,6,0.19,2,14.26,0,1,0,0,0,2,Medium
1,49,50.3,11,0.06,1,20.9,3,0,0,3,2,0,High
4,36,99.42,10,0.09,0,24.58,0,1,1,1,2,2,High
2,41,58.81,5,0.16,2,6.98,1,0,0,0,4,1,High
0,38,81.29,0,0.25,0,16.37,2,1,0,2,2,2,High
2,49,34.35,0,0.16,1,17.64,3,1,0,2,4,1,High
8,28,9.29,9,0.47,2,20.09,0,0,1,0,0,1,Medium
6,33,74.26,10,0.48,1,5.44,0,0,0,2,4,1,Medium
6,2,26.54,10,0.41,2,6.4,0,0,0,2,3,0,Low
